Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500
County,3/22/2020,34,NJ,34019,Hunterdon County,"35,910","88,804","329,304","72,376","85,590","37,980","47,762","54,780","20,222","7,664","1,693",449,788
County,3/22/2020,34,NJ,34021,Mercer County,"125,453","244,358","987,873","302,291","299,460","118,687","129,699","85,651","31,900","11,359","6,395","1,504",927
County,3/22/2020,34,NJ,34023,Middlesex County,"277,914","551,771","2,035,589","593,785","562,431","246,728","280,822","222,747","88,746","22,266","11,966","4,450","1,648"
County,3/22/2020,34,NJ,34025,Monmouth County,"204,532","416,822","1,662,265","491,473","485,098","232,170","208,655","154,141","65,109","18,310","4,099","1,710","1,500"
County,3/22/2020,34,NJ,34027,Morris County,"165,806","328,422","1,223,508","309,755","367,245","143,424","187,314","146,546","49,944","10,050","5,076","1,357","2,797"
County,3/22/2020,34,NJ,34029,Ocean County,"192,922","408,729","1,496,865","375,985","477,209","189,306","197,752","154,706","55,913","34,538","7,131","2,336","1,989"
County,3/22/2020,34,NJ,34031,Passaic County,"167,083","336,227","1,304,099","393,732","382,416","146,635","172,142","155,063","33,610","10,948","7,039","1,714",800
County,3/22/2020,34,NJ,34033,Salem County,"19,028","43,579","183,612","53,559","39,237","26,436","29,275","23,563","6,956","2,454","1,766",218,148
County,3/22/2020,34,NJ,34035,Somerset County,"106,590","224,574","836,820","216,479","254,743","95,451","120,713","99,279","35,898","8,481","3,553",747,"1,476"
County,3/22/2020,34,NJ,34037,Sussex County,"42,958","97,841","356,285","90,653","95,292","38,502","51,705","53,957","18,357","5,288","1,491",550,490
County,3/22/2020,34,NJ,34039,Union County,"192,482","365,585","1,470,811","510,262","429,399","163,774","155,211","143,309","37,737","17,149","7,217","3,751","3,002"
County,3/22/2020,34,NJ,34041,Warren County,"30,836","74,943","277,899","73,919","75,115","35,308","33,637","36,897","12,941","7,261","1,795",459,567
County,3/23/2020,34,NJ,34001,Atlantic County,"81,854","183,575","738,228","195,212","183,902","81,978","127,108","95,763","36,102","13,069","3,935",750,409
County,3/23/2020,34,NJ,34003,Bergen County,"325,932","610,760","2,333,765","670,093","607,592","257,495","355,530","322,220","72,058","25,839","15,799","4,089","3,050"
County,3/23/2020,34,NJ,34005,Burlington County,"138,041","307,343","1,214,827","322,463","286,735","129,851","167,477","200,099","69,176","25,524","10,543","1,614","1,345"
County,3/23/2020,34,NJ,34007,Camden County,"161,994","345,084","1,356,157","385,952","325,941","143,851","208,901","202,245","56,692","20,457","9,699","1,316","1,103"
County,3/23/2020,34,NJ,34009,Cape May County,"32,560","60,000","243,762","64,377","64,370","33,451","39,473","30,071","8,018","3,145",503,116,238
County,3/23/2020,34,NJ,34011,Cumberland County,"39,585","111,387","421,236","97,854","113,355","45,459","62,151","60,270","31,375","6,546","3,546",519,161
County,3/23/2020,34,NJ,34013,Essex County,"268,253","531,514","2,171,585","668,835","558,468","265,259","289,322","286,907","67,750","20,058","10,349","2,237","2,400"
County,3/23/2020,34,NJ,34015,Gloucester County,"86,257","205,151","788,906","183,676","192,669","83,647","117,836","143,203","46,143","11,937","8,502",747,546
County,3/23/2020,34,NJ,34017,Hudson County,"263,880","412,181","1,622,007","574,251","447,781","175,790","200,208","150,641","43,272","14,672","11,974","2,103","1,315"
County,3/23/2020,34,NJ,34019,Hunterdon County,"35,070","89,644","334,867","67,725","81,834","34,412","44,498","62,165","30,536","10,366","1,830",549,952
County,3/23/2020,34,NJ,34021,Mercer County,"117,844","251,967","970,306","260,426","271,072","120,899","132,502","116,849","44,040","16,780","4,805","1,642","1,291"
County,3/23/2020,34,NJ,34023,Middlesex County,"262,096","567,589","2,202,335","615,720","508,029","242,756","313,471","338,945","138,975","24,943","13,732","4,403","1,361"
County,3/23/2020,34,NJ,34025,Monmouth County,"195,200","426,154","1,598,255","418,473","402,223","175,579","206,391","231,663","125,724","28,977","4,970","1,853","2,402"
County,3/23/2020,34,NJ,34027,Morris County,"159,443","334,785","1,186,294","268,751","301,008","121,415","180,803","211,948","76,802","14,287","6,305","1,092","3,883"
County,3/23/2020,34,NJ,34029,Ocean County,"182,698","418,953","1,581,207","387,568","411,669","168,692","214,539","215,185","115,264","57,939","6,334","1,272","2,745"
County,3/23/2020,34,NJ,34031,Passaic County,"157,949","345,361","1,401,170","400,587","358,008","150,464","204,910","214,322","51,863","10,939","8,022","1,096",959
County,3/23/2020,34,NJ,34033,Salem County,"16,762","45,845","180,815","45,037","32,563","21,689","30,870","33,710","11,497","3,529","1,694",144,82
County,3/23/2020,34,NJ,34035,Somerset County,"102,915","228,249","822,770","176,783","208,665","97,174","122,749","145,038","56,289","8,850","4,497",683,"2,042"
County,3/23/2020,34,NJ,34037,Sussex County,"40,402","100,397","360,497","81,484","82,551","36,308","50,489","62,190","36,866","8,518","1,190",271,630
County,3/23/2020,34,NJ,34039,Union County,"181,082","376,985","1,569,687","469,952","396,525","172,816","212,859","226,463","56,708","20,344","9,224","2,224","2,572"
County,3/23/2020,34,NJ,34041,Warren County,"28,586","77,193","288,551","74,069","68,948","28,677","28,534","49,046","25,627","10,764","1,898",300,688
County,3/24/2020,34,NJ,34001,Atlantic County,"80,835","184,594","815,562","227,229","212,790","86,200","134,022","98,768","41,313","10,923","3,233",589,495
County,3/24/2020,34,NJ,34003,Bergen County,"319,879","616,813","2,583,151","801,901","683,026","277,224","376,210","323,320","69,394","29,054","15,375","4,831","2,816"
County,3/24/2020,34,NJ,34005,Burlington County,"135,300","310,084","1,331,305","378,433","317,979","140,845","178,789","207,739","66,291","28,372","9,872","1,847","1,138"
County,3/24/2020,34,NJ,34007,Camden County,"159,839","347,239","1,490,560","476,872","352,745","150,379","215,045","207,998","53,625","21,009","10,230","1,346","1,311"
County,3/24/2020,34,NJ,34009,Cape May County,"31,439","61,121","285,251","84,218","76,720","38,128","39,963","32,026","9,410","3,350",929,171,336
County,3/24/2020,34,NJ,34011,Cumberland County,"39,136","111,836","497,737","124,590","129,506","55,850","68,733","71,646","36,067","7,418","3,447",357,123
County,3/24/2020,34,NJ,34013,Essex County,"265,315","534,452","2,353,161","767,858","602,472","281,246","293,238","297,156","75,350","21,351","9,586","2,672","2,232"
County,3/24/2020,34,NJ,34015,Gloucester County,"84,618","206,790","872,659","219,578","207,801","95,297","124,601","156,086","48,393","13,005","6,819",804,275
County,3/24/2020,34,NJ,34017,Hudson County,"262,868","413,193","1,817,725","685,823","507,633","181,433","202,075","159,219","50,174","16,239","11,107","2,792","1,230"
County,3/24/2020,34,NJ,34019,Hunterdon County,"33,489","91,225","394,031","99,612","86,892","39,734","59,513","62,211","30,511","10,972","2,750",533,"1,303"
County,3/24/2020,34,NJ,34021,Mercer County,"115,935","253,876","1,098,614","344,967","301,827","128,173","141,777","111,699","44,289","16,533","6,406","1,671","1,272"
County,3/24/2020,34,NJ,34023,Middlesex County,"257,067","572,618","2,452,157","721,304","584,404","271,915","328,759","347,762","143,220","31,990","16,572","4,883","1,348"
County,3/24/2020,34,NJ,34025,Monmouth County,"188,231","433,123","1,866,741","543,047","484,108","220,233","224,566","228,367","130,528","28,155","4,460","1,910","1,367"
County,3/24/2020,34,NJ,34027,Morris County,"154,777","339,451","1,363,438","340,658","355,652","148,278","203,768","217,703","72,093","15,608","5,740",883,"3,055"
County,3/24/2020,34,NJ,34029,Ocean County,"174,882","426,769","1,807,982","493,874","456,226","194,844","252,175","227,000","120,294","55,170","4,876","1,367","2,156"
County,3/24/2020,34,NJ,34031,Passaic County,"155,095","348,215","1,552,360","483,695","374,542","167,814","221,166","232,284","54,768","9,590","5,660","1,620","1,221"
County,3/24/2020,34,NJ,34033,Salem County,"16,919","45,688","189,382","52,838","37,122","18,514","28,326","34,650","12,118","3,676","1,702",338,98
County,3/24/2020,34,NJ,34035,Somerset County,"101,790","229,374","909,436","229,776","237,962","101,572","131,404","133,481","61,052","8,212","3,693",646,"1,638"
County,3/24/2020,34,NJ,34037,Sussex County,"39,642","101,157","410,104","105,073","90,450","37,977","60,151","69,829","36,546","8,092","1,224",212,550
County,3/24/2020,34,NJ,34039,Union County,"176,410","381,657","1,685,872","556,228","428,350","171,000","205,855","225,899","63,371","19,951","9,880","2,960","2,378"
County,3/24/2020,34,NJ,34041,Warren County,"28,477","77,302","312,083","84,134","76,305","33,488","34,624","46,166","22,890","11,214","1,994",340,928
County,3/25/2020,34,NJ,34035,Somerset County,"103,847","227,317","852,992","195,162","230,213","93,571","127,264","133,870","56,634","9,705","4,397",558,"1,618"
County,3/25/2020,34,NJ,34037,Sussex County,"39,277","101,522","398,973","94,807","91,158","39,752","57,089","67,146","38,041","9,249","1,242",135,354
County,3/25/2020,34,NJ,34039,Union County,"180,567","377,500","1,656,477","529,167","414,048","163,235","216,784","236,788","63,399","18,782","9,011","3,141","2,122"
County,3/25/2020,34,NJ,34041,Warren County,"28,145","77,634","295,178","74,779","68,881","25,214","38,057","48,847","25,046","11,275","2,134",416,529
County,3/25/2020,34,NJ,34001,Atlantic County,"84,063","181,366","735,769","189,318","181,857","78,523","129,406","97,656","40,865","12,882","4,264",588,410
County,3/25/2020,34,NJ,34003,Bergen County,"326,035","610,657","2,440,362","746,772","620,734","269,673","359,212","324,083","74,774","20,804","14,898","6,586","2,826"
County,3/25/2020,34,NJ,34005,Burlington County,"136,664","308,720","1,242,985","343,617","299,213","128,310","166,275","199,938","68,258","24,532","9,280","2,173","1,389"
County,3/25/2020,34,NJ,34007,Camden County,"163,081","343,997","1,445,354","433,199","348,562","154,088","224,937","199,743","54,586","19,877","8,191","1,228",943
County,3/25/2020,34,NJ,34009,Cape May County,"32,879","59,681","244,589","65,789","63,262","34,152","40,551","28,229","8,900","2,525",584,487,110
County,3/25/2020,34,NJ,34011,Cumberland County,"40,535","110,437","460,036","105,983","130,222","52,431","62,998","67,700","31,618","4,539","4,010",404,131
County,3/25/2020,34,NJ,34013,Essex County,"268,323","531,444","2,237,011","718,274","561,658","257,287","299,734","294,707","68,926","21,351","10,354","2,744","1,976"
County,3/25/2020,34,NJ,34015,Gloucester County,"86,540","204,868","828,371","217,901","192,269","84,946","124,675","139,890","47,534","12,190","7,470","1,088",408
County,3/25/2020,34,NJ,34017,Hudson County,"264,703","411,358","1,691,988","624,496","461,518","172,270","202,157","154,685","43,680","17,790","11,946","1,991","1,455"
County,3/25/2020,34,NJ,34019,Hunterdon County,"35,596","89,118","368,673","90,054","80,232","41,299","46,380","65,220","29,456","13,213","2,067",492,260
County,3/25/2020,34,NJ,34021,Mercer County,"118,083","251,728","1,020,033","307,477","282,265","117,488","127,429","113,334","46,904","16,780","5,621","1,526","1,209"
County,3/25/2020,34,NJ,34023,Middlesex County,"259,820","569,865","2,284,189","672,458","510,404","259,927","306,258","340,371","140,848","33,561","14,397","4,624","1,341"
County,3/25/2020,34,NJ,34025,Monmouth County,"193,985","427,369","1,723,410","492,059","432,244","191,386","217,369","227,377","123,922","30,780","4,999","1,650","1,624"
County,3/25/2020,34,NJ,34027,Morris County,"159,471","334,757","1,253,695","300,594","315,562","134,069","192,394","213,617","75,495","13,699","5,193","1,020","2,052"
County,3/25/2020,34,NJ,34029,Ocean County,"181,840","419,811","1,663,239","425,196","444,476","182,867","223,879","208,084","109,566","59,715","5,714","1,816","1,926"
County,3/25/2020,34,NJ,34031,Passaic County,"155,581","347,729","1,424,831","392,338","351,449","159,013","211,397","231,129","57,713","10,985","8,295","1,468","1,044"
County,3/25/2020,34,NJ,34033,Salem County,"18,012","44,595","185,151","50,553","34,430","19,864","29,837","33,479","11,677","3,178","1,723",334,76
County,3/26/2020,34,NJ,34001,Atlantic County,"80,603","184,826","834,379","227,673","214,350","97,327","133,793","106,648","39,767","11,547","2,409",433,432
County,3/26/2020,34,NJ,34003,Bergen County,"320,397","616,295","2,664,836","839,630","699,799","297,599","365,694","338,613","76,848","26,418","14,377","3,615","2,243"
County,3/26/2020,34,NJ,34005,Burlington County,"133,582","311,802","1,402,063","427,974","326,706","141,284","192,234","208,241","68,936","23,953","9,873","1,552","1,310"
County,3/26/2020,34,NJ,34007,Camden County,"160,353","346,725","1,545,559","473,136","359,544","184,955","233,783","212,186","48,965","23,335","7,509","1,236",910
County,3/26/2020,34,NJ,34009,Cape May County,"31,104","61,456","300,664","94,888","71,921","37,427","50,533","32,466","9,834","2,475",733,164,223
County,3/26/2020,34,NJ,34011,Cumberland County,"38,748","112,224","511,837","132,634","133,070","59,991","69,837","69,830","36,350","6,261","3,420",310,134
County,3/26/2020,34,NJ,34013,Essex County,"267,146","532,621","2,394,248","798,039","619,470","262,097","309,036","301,463","68,352","20,609","10,815","2,727","1,640"
County,3/26/2020,34,NJ,34015,Gloucester County,"84,190","207,218","901,392","245,002","200,605","98,904","132,835","153,539","48,337","14,324","6,898",622,326
County,3/26/2020,34,NJ,34017,Hudson County,"262,563","413,498","1,798,579","682,984","482,404","194,960","197,728","160,943","47,898","16,193","11,663","2,590","1,216"
County,3/26/2020,34,NJ,34019,Hunterdon County,"33,704","91,010","419,073","110,092","90,647","41,926","58,170","71,727","30,904","12,650","2,035",401,521
County,3/26/2020,34,NJ,34021,Mercer County,"115,910","253,901","1,149,479","362,297","309,654","126,991","153,530","126,098","44,560","18,842","5,633","1,194",680
County,3/26/2020,34,NJ,34023,Middlesex County,"257,685","572,000","2,459,669","743,012","587,188","278,467","290,844","355,609","150,043","31,223","17,187","4,788","1,308"
County,3/26/2020,34,NJ,34025,Monmouth County,"190,324","431,030","1,873,515","576,249","462,052","217,698","232,239","229,439","120,268","28,292","4,211","1,950","1,117"
County,3/26/2020,34,NJ,34027,Morris County,"155,798","338,430","1,416,994","388,714","369,725","157,515","185,299","218,749","77,466","11,721","5,173",995,"1,637"
County,3/26/2020,34,NJ,34029,Ocean County,"175,933","425,718","1,780,888","457,001","471,267","193,853","247,541","241,450","111,878","50,564","4,348","1,686","1,300"
County,3/26/2020,34,NJ,34031,Passaic County,"154,305","349,005","1,534,430","438,184","394,981","170,565","214,899","241,749","53,848","10,906","6,904","1,964",430
County,3/26/2020,34,NJ,34033,Salem County,"16,946","45,661","191,533","48,539","39,768","21,149","31,512","32,847","13,090","3,295",978,321,34
County,3/26/2020,34,NJ,34035,Somerset County,"100,766","230,398","930,924","235,797","242,594","111,816","132,919","132,690","59,211","9,650","4,220",509,"1,518"
County,3/26/2020,34,NJ,34037,Sussex County,"38,636","102,163","418,347","108,408","94,517","44,874","58,725","67,850","34,659","7,175","1,502",105,532
County,3/26/2020,34,NJ,34039,Union County,"178,056","380,011","1,754,751","587,235","429,878","182,318","220,210","231,670","68,490","19,900","9,602","3,526","1,922"
County,3/26/2020,34,NJ,34041,Warren County,"27,856","77,923","311,064","86,577","72,331","31,792","32,443","47,560","26,022","11,732","1,821",225,561
County,3/27/2020,34,NJ,34001,Atlantic County,"79,651","185,778","846,569","243,140","215,619","92,675","145,233","100,995","31,864","13,162","3,172",366,343
County,3/27/2020,34,NJ,34003,Bergen County,"316,527","620,165","2,643,654","860,730","685,751","293,783","369,709","319,513","67,545","25,276","13,622","5,639","2,086"
County,3/27/2020,34,NJ,34005,Burlington County,"132,722","312,662","1,395,411","413,461","343,831","141,068","189,383","211,578","63,307","20,363","9,281","2,069","1,070"
